StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,prolific_id,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,Q120,Q120_3_TEXT,PROLIFIC_PID,counter,STUDY_ID,SESSION_ID
2022-11-28 09:57:04,2022-11-28 10:12:10,IP Address,87.115.86.106,100,905,True,2022-11-28 10:12:10,R_3KxytJ5tTdY93CB,,,,,51.5909,-1.3772,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,57c426fa9fe51d00012391f1,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I wanted to maximise my own bonus - if you pay to reduce another player's bonus, you are shooting yourself in the foot as your own bonus reduces as well.  In the cost of living crisis I need to earn as much as possible!",0,67,68,0,0,0,0,0,60,50,0,Yes,,57c426fa9fe51d00012391f1,6,63846a4ec16d08f02cdabfe8,638485e4943f2a9fc20cc56e
2022-11-28 09:57:43,2022-11-28 10:12:10,IP Address,80.47.30.134,100,867,True,2022-11-28 10:12:11,R_3qmLUVLUvLOAUIK,,,,,51.4351,-2.5419,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56a7da16c89737000b22953c,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I can't recall reading anywhere that there would be any benefit to me having more bonus that the second player, so why would I want to reduce both bonuses. It felt unnecessary and mean. In most games I was already the one with more. ",0,13,100,52,0,0,0,0,72,80,11,No,,56a7da16c89737000b22953c,6,63846a4ec16d08f02cdabfe8,6384861200196d9d18ec17b2
2022-11-28 09:55:57,2022-11-28 10:13:23,IP Address,82.132.233.172,100,1046,True,2022-11-28 10:13:24,R_1pR5sx73GIBLyCM,,,,,51.7399,-0.4705,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5e9493292ac4bb302de51df1,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"I like questions with morals. I guess it’s a good way to tell what I would actually do if I was in such a situation. ",81,0,71,83,84,86,88,0,84,8,73,No,,5e9493292ac4bb302de51df1,6,63846a4ec16d08f02cdabff9,638485a6d9971ec63f2f035d
2022-11-28 09:59:01,2022-11-28 10:13:33,IP Address,82.47.215.34,100,872,True,2022-11-28 10:13:34,R_3EKZ50ioKJpcf1t,,,,,52.519,-1.9094,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62e462cbd8f4226e10b998bd,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I wanted to make sure it was fair and avoid any players having £0,17,62,87,93,64,52,0,63,26,71,20,Yes,,62e462cbd8f4226e10b998bd,6,63846a4ec16d08f02cdabff3,6384836b04cbfc480c303cef
2022-11-28 09:33:40,2022-11-28 10:13:34,IP Address,80.41.137.71,100,2393,True,2022-11-28 10:13:34,R_z9bFm8r6T1eoyhr,,,,,53.0278,-2.1658,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5bc6618e54b3bc0001a30ffa,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,FAIRNESS FOR BOTH P[AYERS.,0,0,68,100,0,1,1,0,71,0,0,Yes,,5bc6618e54b3bc0001a30ffa,6,63846a4ec16d08f02cdabfe9,6384805786236813fe5a80f4
2022-11-28 09:54:48,2022-11-28 10:13:44,IP Address,31.185.141.25,100,1136,True,2022-11-28 10:13:45,R_do6OkJmdVcNI6Hf,,,,,51.3304,-0.268,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5ce55919c225620017cadd99,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I considered that the other participant would also get a fair share in terms of bonus, it wasn't worth reducing my bonus potential to make someone else even worse off.",8,37,12,60,7,10,4,4,59,9,11,Yes,,5ce55919c225620017cadd99,6,63846a4ec16d08f02cdabfe8,6384855bdf2b4f96b50cc578
2022-11-28 09:33:10,2022-11-28 10:15:00,IP Address,92.12.189.22,100,2510,True,2022-11-28 10:15:01,R_3OlHQn1o1DP68ql,,,,,52.7365,-1.7497,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5cec0618539ced0001fbb47a,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"main focus was not to be greedy,to try to keep the rewards level and more equal,without taking all the profit and all the glory! I did not want to claw points from the other players just for my own benefit",0,0,0,100,0,0,0,0,100,0,0,Other (please explain),only good or better consequences because of the choices I made,5cec0618539ced0001fbb47a,6,63846a4ec16d08f02cdabfe9,63848050c5d29274cb92f448
2022-11-28 09:48:07,2022-11-28 10:15:43,IP Address,94.13.25.87,100,1655,True,2022-11-28 10:15:43,R_2QKW0ZpuWHiHk2R,,,,,52.5279,-2.0705,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62a33c442c64c9d129b53f32,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I was only concerned with my bonus. I didn't want to ""punish"" the other players by reducing their bonus if it didn't benefit me.",65,16,2,17,29,40,0,0,43,100,0,Yes,,62a33c442c64c9d129b53f32,6,63846a4ec16d08f02cdabfe9,638483cc8361fd6b855d946c
2022-11-28 10:00:42,2022-11-28 10:15:46,IP Address,82.25.16.98,100,904,True,2022-11-28 10:15:47,R_1E7ktntWQlvtctO,,,,,51.6144,-0.3368,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6130c7f7d0112fa23b17079c,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"I didn't want to pay to take anyone's bonuses away from them as I felt guilty at the idea of taking their money. I also felt bad if I started with more money than them and so did not want to reduce their bonus in that case. When it came to being Player 3, I felt bad at the idea of Player 2 taking the bonus from Player 1 when they would've had equal pay otherwise so I decided to even it out though I do feel guilty in hindsight. When it came to being the one to decide if I take the bonus away from the player, I didn't feel good about the idea of taking their bonus so I chose to do nothing",64,0,0,64,44,58,0,0,57,0,0,Yes,,6130c7f7d0112fa23b17079c,6,63846a4ec16d08f02cdabff5,638481dee46a2eabd301a864
2022-11-28 09:43:55,2022-11-28 10:16:17,IP Address,51.241.254.39,100,1942,True,2022-11-28 10:16:17,R_Zk0beYFjvVOt9x7,,,,,53.3488,-1.4091,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62162ab683fc823e78c025e5,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"At first, I didn't want to leave my opponent with very little or nothing.  But then as I told myself this was a game, my competitive side came into play and I became more ruthless in order to win the game, which I presume was by winning more money than my opponent.",0,92,93,6,0,0,0,0,34,9,0,Yes,,62162ab683fc823e78c025e5,6,63846a4ec16d08f02cdabfe8,6384820db221f69cf0b44b5c
2022-11-28 09:57:38,2022-11-28 10:19:06,IP Address,2.221.56.206,100,1287,True,2022-11-28 10:19:07,R_sLPzRBWv398zuDf,,,,,51.4017,-0.1624,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58bf2cf0d294c100010181fa,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I wanted to win as much as possible but I also wanted to be fair to the other player if it did not create much of a loss for me. ",78,90,94,11,6,90,7,5,7,55,81,Yes,,58bf2cf0d294c100010181fa,6,63846a4ec16d08f02cdabfe8,638483c40235d0405b30cd8c
